Date,Open,High,Low,Close,Adj Close,Volume
2009-05-01,8.040000,8.530000,6.585000,6.885000,4.957203,915081800
2009-06-01,6.965000,7.405000,6.690000,7.230000,5.205603,936344200
2009-07-01,7.215000,7.605000,6.520000,7.430000,5.349604,737776800
2009-08-01,7.450000,7.930000,7.065000,7.660000,5.569334,966293000
2009-09-01,7.610000,8.840000,7.525000,8.440000,6.136447,1018223000
2009-10-01,8.195000,8.400000,7.200000,7.250000,5.271236,1143347800
2009-11-01,7.205000,7.930000,6.975000,7.330000,5.377032,1054547200
2009-12-01,7.450000,8.940000,7.090000,8.430000,6.183955,1173302200
2010-01-01,8.375000,8.565000,7.755000,7.915000,5.806167,728015600
2010-02-01,8.040000,8.300000,7.550000,8.220000,6.098267,805725400
2010-03-01,8.250000,9.470000,8.250000,9.415000,6.984815,853447400
2010-04-01,9.410000,10.045000,9.010000,9.885000,7.333502,933519200
2010-05-01,9.885000,10.280000,8.150000,9.045000,6.778247,1390299800
2010-06-01,8.870000,9.440000,8.565000,8.685000,6.508466,982182200
2010-07-01,8.660000,9.880000,8.535000,9.735000,7.295328,1074776200
2010-08-01,9.865000,9.900000,8.380000,8.550000,6.476296,925684800
2010-09-01,8.785000,9.330000,8.710000,9.040000,6.847451,953894800
2010-10-01,9.140000,10.475000,8.455000,10.315000,7.813218,1168216600
2010-11-01,10.285000,10.595000,9.925000,10.020000,7.671126,629294600
2010-12-01,10.125000,11.200000,10.125000,10.985000,8.409908,694949200
2011-01-01,11.085000,11.900000,11.025000,11.375000,8.708488,622656800
2011-02-01,11.450000,12.910000,11.400000,12.880000,9.946251,604392800
2011-03-01,12.895000,12.955000,11.655000,12.360000,9.544693,715963600
2011-04-01,12.400000,13.120000,11.910000,13.105000,10.120002,585865000
2011-05-01,13.155000,13.580000,12.090000,12.620000,9.833233,725662000
2011-06-01,12.550000,12.735000,11.660000,12.670000,9.872192,829968200
2011-07-01,12.650000,13.070000,11.815000,12.010000,9.357937,723172000
2011-08-01,12.075000,12.160000,9.595000,10.755000,8.455141,1178379000
2011-09-01,10.750000,11.700000,10.125000,10.460000,8.223224,848407200
2011-10-01,10.315000,12.660000,9.860000,11.725000,9.217717,834450600
2011-11-01,11.465000,11.930000,10.450000,11.335000,9.007997,791142600
2011-12-01,11.350000,12.000000,11.185000,11.855000,9.421244,645831400
2012-01-01,12.140000,13.405000,12.140000,13.290000,10.662316,606273400
2012-02-01,13.360000,14.960000,13.285000,14.705000,11.797549,655242200
2012-03-01,14.705000,15.205000,14.360000,15.005000,12.038233,521616200
2012-04-01,14.875000,15.230000,14.270000,15.175000,12.174619,474224600
2012-05-01,15.140000,15.440000,14.045000,14.455000,11.723945,594147600
2012-06-01,14.285000,15.995000,14.170000,15.985000,12.964871,652408200
2012-07-01,16.049999,16.389999,15.520000,16.275000,13.339756,524621800
2012-08-01,16.795000,17.580000,16.690001,16.764999,13.741381,575629200
2012-09-01,16.735001,18.450001,16.709999,17.870001,14.647091,485159200
2012-10-01,17.975000,18.924999,17.469999,18.764999,15.380675,532093400
2012-11-01,18.830000,18.980000,17.475000,18.600000,15.385336,479306000
2012-12-01,18.684999,19.110001,18.150000,18.680000,15.451513,461422400
2013-01-01,19.025000,20.139999,18.605000,19.040001,15.888897,511441800
2013-02-01,19.200001,21.000000,18.905001,19.895000,16.602392,647968200
2013-03-01,19.860001,21.004999,19.730000,20.990000,17.516176,493453200
2013-04-01,20.730000,21.305000,19.830000,20.650000,17.232447,565485200
2013-05-01,20.990000,21.870001,20.075001,20.084999,16.918119,454473200
2013-06-01,20.125000,20.995001,19.375000,20.875000,17.583561,581749800
2013-07-01,20.945000,22.815001,20.129999,22.540001,18.986032,513077800
2013-08-01,22.885000,23.165001,20.530001,21.045000,17.893908,419112400
2013-09-01,21.305000,22.655001,21.045000,22.559999,19.182064,406516600
2013-10-01,22.575001,24.174999,22.045000,23.799999,20.414347,476232400
2013-11-01,23.924999,25.375000,23.290001,24.934999,21.387888,394622600
2013-12-01,24.910000,26.045000,24.105000,25.985001,22.288530,384526000
2014-01-01,25.900000,27.350000,25.334999,27.225000,23.529318,517507800
2014-02-01,27.370001,27.639999,25.094999,25.844999,22.336643,802386000
2014-03-01,25.540001,26.184999,24.500000,25.020000,21.623636,656675600
2014-04-01,25.170000,26.000000,23.870001,25.879999,22.571848,782632600
2014-05-01,25.910000,26.240000,24.580000,26.100000,22.763720,575610200
2014-06-01,26.055000,27.129999,25.969999,26.840000,23.409130,452136000
2014-07-01,26.930000,28.245001,26.625000,26.865000,23.627357,562654600
2014-08-01,26.770000,27.549999,26.260000,27.360001,24.062700,375342200
2014-09-01,27.355000,28.745001,26.705000,26.889999,23.649340,551461600
2014-10-01,26.844999,27.844999,24.665001,27.674999,24.543362,974060400
2014-11-01,27.629999,28.639999,25.780001,28.520000,25.292746,688103000
2014-12-01,28.485001,29.650000,27.370001,29.004999,25.722860,515411800
2015-01-01,29.000000,29.174999,26.510000,26.575001,23.567837,611774400
2015-02-01,26.575001,29.945000,26.225000,29.690001,26.538584,565995600
2015-03-01,29.754999,30.350000,27.834999,28.235001,25.238026,624085400
2015-04-01,28.395000,30.424999,28.025000,28.879999,26.047377,858274600
2015-05-01,28.900000,30.049999,28.100000,29.230000,26.363047,635671000
2015-06-01,29.355000,30.820000,28.540001,30.070000,27.120661,586808800
2015-07-01,30.190001,32.494999,30.190001,31.205000,28.375898,540150400
2015-08-01,31.379999,31.684999,25.000000,28.165001,25.611511,700467400
2015-09-01,27.510000,29.635000,27.325001,28.440001,25.861580,659258200
2015-10-01,28.760000,31.690001,28.264999,31.309999,28.471380,426512800
2015-11-01,31.315001,31.629999,30.075001,30.430000,27.908802,336061000
2015-12-01,30.730000,30.889999,27.695000,28.215000,25.877321,525379200
2016-01-01,27.575001,28.025000,26.170000,27.855000,25.547148,529735000
2016-02-01,27.535000,29.850000,27.190001,28.865000,26.710135,608842000
2016-03-01,29.115000,30.684999,29.025000,30.540001,28.260090,400644600
2016-04-01,30.295000,31.455000,30.010000,30.379999,28.112032,425376800
2016-05-01,30.545000,31.695000,29.809999,31.650000,29.549915,414600400
2016-06-01,31.719999,32.709999,30.330000,32.595001,30.432217,388743200
2016-07-01,32.455002,34.180000,32.134998,33.625000,31.393864,355613800
2016-08-01,33.700001,33.980000,32.485001,32.630001,30.724102,316680400
2016-09-01,32.799999,33.764999,32.369999,33.169998,31.232559,377685800
2016-10-01,32.939999,33.189999,30.299999,30.910000,29.104565,419365800
2016-11-01,31.260000,35.139999,30.020000,34.755001,32.998562,532224200
2016-12-01,34.705002,35.660000,34.035000,34.525002,32.780182,372430200
2017-01-01,34.834999,38.435001,34.115002,37.709999,36.087402,448584600
2017-02-01,37.645000,38.330002,37.180000,37.419998,35.809879,284386100
2017-03-01,37.720001,37.990002,36.689999,37.590000,35.972561,315205900
2017-04-01,37.470001,40.619999,36.990002,39.189999,37.503719,359693700
2017-05-01,39.419998,41.709999,37.910000,41.689999,40.064014,402380600
2017-06-01,41.630001,42.180000,38.279999,38.919998,37.402046,414267700
2017-07-01,39.080002,40.660000,38.139999,40.450001,39.030533,359443200
2017-08-01,40.400002,41.990002,39.349998,40.610001,39.184917,334255800
2017-09-01,40.770000,41.340000,36.439999,38.480000,37.129658,575921000
2017-10-01,38.410000,38.849998,35.259998,36.029999,34.765636,585793200
2017-11-01,36.250000,37.730000,34.779999,37.540001,36.373528,531048400
2017-12-01,37.150002,41.240002,37.110001,40.049999,38.805527,497737600
2018-01-01,40.860001,44.000000,40.049999,42.529999,41.208469,479974200
2018-02-01,42.169998,42.590000,35.750000,36.209999,35.223373,590798000
2018-03-01,36.439999,37.220001,32.740002,34.169998,33.238956,621207200
2018-04-01,34.090000,34.810001,31.340000,31.389999,30.534704,603549500
2018-05-01,31.379999,32.889999,30.430000,31.180000,30.503328,494078700
2018-06-01,31.340000,34.400002,30.959999,32.810001,32.097954,749249300
2018-07-01,32.439999,36.090000,32.419998,35.779999,35.003498,459034700
2018-08-01,35.900002,37.070000,34.619999,36.990002,36.398018,322923600
2018-09-01,36.750000,38.060001,34.750000,35.410000,34.843304,446078600
2018-10-01,35.529999,38.650002,33.509998,38.139999,37.529610,617471700
2018-11-01,38.099998,39.660000,36.610001,39.009998,38.592117,410993300
2018-12-01,39.090000,39.290001,32.610001,34.049999,33.685253,438189800
2019-01-01,33.490002,37.419998,33.419998,36.570000,36.379482,500940900
2019-02-01,36.709999,38.900002,36.270000,38.669998,38.468540,343384300
2019-03-01,38.849998,40.520000,37.889999,39.980000,39.771717,419450000
2019-04-01,40.340000,43.959999,39.810001,43.529999,43.303223,321151400
2019-05-01,43.480000,43.810001,41.419998,41.740002,41.740002,337119000
