Date,Open,High,Low,Close,Adj Close,Volume
2009-05-01,19.980000,28.450001,19.350000,25.500000,19.931837,3207485400
2009-06-01,25.760000,26.049999,21.570000,24.260000,19.003435,1694313800
2009-07-01,24.250000,25.980000,22.080000,24.459999,19.160103,1571347200
2009-08-01,24.900000,29.350000,24.870001,27.520000,21.557076,1135839100
2009-09-01,27.340000,29.559999,25.809999,28.180000,22.115721,877493500
2009-10-01,28.059999,31.530001,25.990000,27.520000,21.597750,1179369400
2009-11-01,27.860001,29.129999,26.500000,28.040001,22.005844,740587500
2009-12-01,28.150000,28.389999,25.000000,26.990000,21.220053,1251545400
2010-01-01,27.020000,29.430000,26.820000,28.430000,22.352205,1009905300
2010-02-01,28.600000,29.129999,26.370001,27.340000,21.495226,840453900
2010-03-01,27.450001,31.990000,27.150000,31.120001,24.509699,817434600
2010-04-01,31.400000,34.250000,31.129999,33.110001,26.077002,943549600
2010-05-01,33.220001,34.090000,27.440001,28.690001,22.595865,1142687200
2010-06-01,28.680000,29.480000,25.520000,25.600000,20.192873,916736600
2010-07-01,25.540001,28.770000,24.600000,27.730000,21.872980,800299500
2010-08-01,28.290001,28.580000,23.020000,23.549999,18.575865,811768100
2010-09-01,23.910000,26.959999,23.760000,25.120001,19.849548,745446900
2010-10-01,25.299999,26.580000,23.370001,26.059999,20.592325,1025608100
2010-11-01,26.030001,29.360001,25.600000,27.209999,21.501043,686309700
2010-12-01,27.580000,31.610001,27.200001,30.990000,24.535194,614774500
2011-01-01,31.299999,32.990002,30.639999,32.419998,25.667343,683995900
2011-02-01,32.610001,34.250000,30.799999,32.259998,25.540667,707641800
2011-03-01,32.340000,32.970001,29.820000,31.709999,25.142832,711238900
2011-04-01,32.090000,32.630001,28.209999,29.110001,23.132772,828884300
2011-05-01,29.340000,29.549999,27.379999,28.370001,22.544720,618422100
2011-06-01,28.360001,28.360001,25.260000,28.059999,22.389412,894779600
2011-07-01,28.080000,29.629999,26.370001,27.940001,22.293669,674137600
2011-08-01,28.370001,28.440001,22.580000,26.100000,20.825514,1181099400
2011-09-01,26.110001,26.240000,22.700001,24.120001,19.330986,894820200
2011-10-01,24.049999,27.540001,22.610001,25.910000,20.765591,988797700
2011-11-01,24.780001,26.629999,23.190001,25.860001,20.725515,717310700
2011-12-01,25.620001,27.969999,25.180000,27.559999,22.195507,600958300
2012-01-01,27.940001,31.040001,27.940001,29.209999,23.524336,707418200
2012-02-01,29.629999,31.900000,29.549999,31.290001,25.199478,574647800
2012-03-01,31.559999,34.590000,29.990000,34.139999,27.608139,697532800
2012-04-01,33.830002,34.590000,32.430000,33.419998,27.105574,511250200
2012-05-01,33.549999,34.299999,30.520000,32.049999,25.994425,636432600
2012-06-01,31.400000,33.439999,29.799999,33.439999,27.297972,638521500
2012-07-01,33.669998,34.400002,32.619999,33.810001,27.600006,494208900
2012-08-01,33.919998,34.799999,32.840000,34.029999,27.779593,414112100
2012-09-01,34.040001,36.599998,33.730000,34.529999,28.371557,528817300
2012-10-01,34.779999,36.340000,33.500000,33.689999,27.681376,605743100
2012-11-01,33.750000,34.410000,31.250000,33.009998,27.122654,444703800
2012-12-01,33.180000,35.189999,32.410000,34.180000,28.265165,465866000
2013-01-01,35.029999,35.459999,34.430000,34.830002,28.802687,524971600
2013-02-01,35.060001,35.950001,34.520000,35.080002,29.216520,461294400
2013-03-01,34.939999,38.200001,34.849998,36.990002,30.807274,443204500
2013-04-01,37.020000,38.040001,36.189999,37.980000,31.631792,468022100
2013-05-01,37.900002,41.590000,37.290001,40.549999,33.772221,461672500
2013-06-01,40.830002,41.740002,39.400002,41.270000,34.642529,433603700
2013-07-01,41.560001,44.790001,40.790001,43.500000,36.514412,457853600
2013-08-01,44.189999,44.740002,40.919998,41.080002,34.483047,321439400
2013-09-01,41.650002,43.830002,40.889999,41.320000,34.922436,366625700
2013-10-01,41.369999,43.400002,40.070000,42.689999,36.080318,426027500
2013-11-01,42.720001,44.750000,41.709999,44.020000,37.204403,315449500
2013-12-01,44.110001,45.639999,43.209999,45.400002,38.642681,325412900
2014-01-01,45.150002,46.840000,44.910000,45.340000,38.591606,387760100
2014-02-01,45.310001,46.650002,44.169998,46.419998,39.510857,303124800
2014-03-01,46.110001,49.970001,45.959999,49.740002,42.622318,367718800
2014-04-01,49.880001,50.490002,46.720001,49.639999,42.536629,374101800
2014-05-01,49.740002,50.820000,48.660000,50.779999,43.513500,283041300
2014-06-01,50.939999,53.049999,50.750000,52.560001,45.362209,291434500
2014-07-01,52.730000,53.080002,50.610001,50.900002,43.929539,350004200
2014-08-01,50.500000,51.750000,49.470001,51.439999,44.395580,243207400
2014-09-01,51.709999,53.799999,51.000000,51.869999,45.079750,272704900
2014-10-01,51.840000,53.169998,46.439999,53.090000,46.140041,438607500
2014-11-01,53.220001,54.740002,52.869999,54.480000,47.348072,238274700
2014-12-01,54.419998,55.950001,52.730000,54.820000,47.958672,356501200
2015-01-01,55.110001,55.189999,50.419998,51.919998,45.421638,388258000
2015-02-01,52.189999,55.580002,51.990002,54.790001,47.932434,277125400
2015-03-01,54.790001,56.290001,53.290001,54.400002,47.904930,346957700
2015-04-01,54.419998,55.759998,53.560001,55.099998,48.521351,309660400
2015-05-01,55.259998,56.700001,54.450001,55.959999,49.278679,266325500
2015-06-01,56.240002,58.259998,55.740002,56.240002,49.860813,361917600
2015-07-01,57.090000,58.770000,55.080002,57.869999,51.305935,300458000
2015-08-01,58.070000,58.160000,47.750000,54.029999,47.901489,438537100
2015-09-01,52.110001,53.910000,49.799999,51.349998,45.822659,408011200
2015-10-01,51.509998,55.570000,49.509998,54.139999,48.312351,353424300
2015-11-01,54.209999,56.340000,54.130001,55.099998,49.169010,268221100
2015-12-01,55.509998,56.240002,52.750000,54.360001,48.842106,340263600
2016-01-01,53.090000,53.270000,46.880001,50.230000,45.131321,471927800
2016-02-01,50.119999,50.180000,44.500000,46.919998,42.157318,472434100
2016-03-01,47.139999,50.750000,47.139999,48.360001,43.787426,395648600
2016-04-01,48.230000,51.410000,46.619999,49.980000,45.254250,376068900
2016-05-01,50.279999,51.189999,47.549999,50.720001,45.924274,363222800
2016-06-01,50.259998,51.110001,44.500000,47.330002,43.182999,460836600
2016-07-01,47.080002,49.150002,45.700001,47.970001,43.766926,353735300
2016-08-01,47.980000,50.919998,47.330002,50.799999,46.348961,355714900
2016-09-01,50.919998,51.000000,44.099998,44.279999,40.724667,759940700
2016-10-01,44.119999,46.810001,43.549999,46.009998,42.315762,585761000
2016-11-01,46.119999,54.060001,44.490002,52.919998,48.670948,671646200
2016-12-01,53.130001,58.020000,53.060001,55.110001,51.107395,514036700
2017-01-01,55.669998,57.330002,53.340000,56.330002,52.238789,433639700
2017-02-01,56.540001,59.009998,55.169998,57.880001,53.676208,302290600
2017-03-01,59.110001,59.990002,54.240002,55.660000,51.968021,395621300
2017-04-01,55.700001,56.200001,51.259998,53.840000,50.268734,412748700
2017-05-01,54.099998,55.599998,50.830002,51.139999,47.747829,397353300
2017-06-01,51.529999,56.599998,51.060001,55.410000,52.097584,407576100
2017-07-01,55.810001,56.450001,53.180000,53.939999,50.715458,323918200
2017-08-01,54.230000,54.389999,50.869999,51.070000,48.017029,394501300
2017-09-01,51.060001,55.230000,49.270000,55.150002,52.229790,375336300
2017-10-01,55.160000,56.520000,52.840000,56.139999,53.167362,375160400
2017-11-01,56.320000,57.330002,53.209999,56.470001,53.479893,368140500
2017-12-01,56.570000,62.240002,55.439999,60.669998,57.858932,422124100
2018-01-01,61.040001,66.309998,60.700001,65.779999,62.732182,362336000
2018-02-01,65.370003,66.089996,54.720001,58.410000,55.703651,601421000
2018-03-01,58.250000,58.939999,50.689999,52.410000,50.279758,463858700
2018-04-01,52.369999,53.959999,50.259998,51.959999,49.848049,435118800
2018-05-01,51.759998,56.180000,50.810001,53.990002,51.795536,402268100
2018-06-01,54.560001,57.119999,53.020000,55.439999,53.587044,387613300
2018-07-01,55.200001,59.270000,53.630001,57.290001,55.375210,413772800
2018-08-01,57.959999,59.529999,57.080002,58.480000,56.525436,374293600
2018-09-01,58.450001,59.200001,52.410000,52.560001,51.175072,406124000
2018-10-01,52.740002,55.009998,50.020000,53.230000,51.827419,546018500
2018-11-01,53.430000,54.630001,51.160000,54.279999,52.849747,419240800
2018-12-01,54.779999,55.040001,43.020000,46.080002,45.228798,597259600
2019-01-01,45.529999,50.540001,45.410000,48.910000,48.006519,470423300
2019-02-01,49.000000,50.230000,47.060001,49.889999,49.412331,331490100
2019-03-01,50.230000,52.419998,47.799999,48.320000,47.857361,463435200
2019-04-01,48.430000,49.680000,45.660000,48.410000,47.946499,556953700
2019-05-01,48.320000,48.849998,44.880001,45.049999,44.618668,396281800
